priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
5,W2218634655,10.1007/978-1-4939-7131-2_78,Networks in Rural Sociology,2018,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title alone provides no substantive information; no abstract,,
5,W4247138587,10.1007/978-3-319-20928-9_2852,Pronatal Responses to National Decline,2018,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title only; no abstract; estimand unclear,,
5,W2795374308,10.1007/s10508-018-1197-4,"Public Perception of Female Fertility: Initial Fertility, Peak Fertility, and Age-Related Infertility Among U.S. Adults",2018,Archives of Sexual Behavior,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,No abstract; unclear whether focus is on public perception of fertility timing or control diffusion.,,
5,W4300544440,10.1017/9781108650465.002,Race Suicide,2018,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; unclear if refers to eugenics, racial demographics, or other content",,
5,W4298295769,10.1017/9781108650465.003,Sensible as Spinach,2018,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title uninformative, cannot determine relevance",,
5,W3084450454,10.2139/ssrn.3218822,The Speed of Innovation Diffusion,2018,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,No abstract; title on innovation diffusion speed but not specified as fertility control,,
5,W3124158837,10.2139/ssrn.3287726,The Speed of Innovation Diffusion,2018,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,title only; about speed of diffusion but domain unclear; could be any innovation,,
5,W2906206608,10.2139/ssrn.3236647,"The Toll of Tariffs: Protectionism, Education and Fertility in Late 19th Century France",2018,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title suggests economic (tariff) driver, not diffusion",,
5,W2965310342,,"Trends, inequalities, and contextual determinants of child marriage in Asia.",2018,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; child marriage trends, fertility control involvement unclear",,
5,W2918333945,10.21478/family.30.3.201809.002,Young Adults’ Family Concepts and Values Among Never-Married In Their 20s : A Comparison of Two Cohorts In 2001 And 2017,2018,가족과 문화,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; family values among young adults but insufficient information on diffusion,,
5,W2765716702,10.1007/978-3-319-64061-7_2,A “Great Divergence” in Fertility?,2017,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; abstract absent prevents assessment,,
5,W2736332070,10.1111/padr.12085,"Adam Smith, the Division of Labor, and the Renewal of Population Heterogeneity",2017,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Adam Smith, division of labor, population heterogeneity; no abstract, unclear relevance",,
5,W2746103184,10.4054/demres.2017.37.15,Does socioeconomic status matter? The fertility transition in a northern Italian village (marriage cohorts 1900‒1940),2017,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Italian fertility transition by SES; unclear whether identifies diffusion mechanism or Princeton residual; partial abstract,,
5,W2766317080,,Essays in the Economics of Networks,2017,UCL Discovery (University College London),UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,thesis on network economics; unclear whether fertility-control diffusion is addressed in component papers,,
5,W2739593997,10.1016/j.midw.2017.07.021,Factors influencing use of family planning in women living in crisis affected areas of Sub-Saharan Africa: A review of the literature,2017,Midwifery,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only; focuses on crisis contexts and family planning use, not explicitly on diffusion mechanism",,
5,W2619297440,10.1007/978-3-319-46889-1_7,Fertility Transitions and Schooling Dividends in Sub-Saharan Africa: The Experience of Vanguard Countries,2017,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,"No abstract; title on fertility transitions and schooling in sub-Saharan Africa, but no explicit diffusion estimand stated",,
5,W2620031069,10.1007/978-3-319-46889-1_27,Is Rapid Fertility Decline Possible? Lessons from Asia and Emerging Countries,2017,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only; cannot determine if analysis addresses diffusion or general transition conditions,,
5,W2606807249,10.1007/s12546-017-9187-2,Low fertility in Malaysia: Can it be explained?,2017,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; cannot determine which mechanisms are tested,,
5,W4302443419,10.1007/978-1-4614-7163-9_78-1,Networks in Rural Sociology,2017,,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,Title 'Networks in Rural Sociology'; no abstract; potentially relevant but insufficient to route.,,
5,W4249949849,10.1002/9781118430873.est0279,Population,2017,The Wiley-Blackwell Encyclopedia of Social Theory,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,encyclopedia entry on DTT/SDTT/TDTT; content unclear whether theories are reviewed or new estimates presented,,
5,W2762093880,10.1007/s11113-017-9448-y,"Religion, Contraceptive Method Mix, and Son Preference Among Bengali-Speaking Community of Indian Subcontinent",2017,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,observational,,no abstract; title suggests religious differences in contraceptive use; could be PRIMARY_CULTURAL_BOUNDARY_CONTENT but mechanism unclear,,
5,W2753616005,10.1016/j.econmod.2017.08.013,"Social status, compulsory education, and growth",2017,Economic Modelling,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,Title-only: education and growth relationships; cannot determine fertility or diffusion relevance,,
5,W2766706339,10.1007/978-3-319-64061-7_1,The Context of Low Fertility Regimes and Demographic and Societal Change,2017,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract provided; title about low fertility contexts but cannot assess A.3 relevance,,
5,W2606970661,10.4054/demres.2017.36.42,The long-term determinants of marital fertility in the developed world (19th and 20th centuries): The role of welfare policies,2017,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,"Abstract too vague; mentions no concrete estimand or method, only that demographic transition theory was challenged",,
5,W2612115735,10.4054/mpidr-wp-2017-011,Urban and rural fertility transitions in the developing world: a cohort perspective,2017,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; title describes fertility transition patterns (urban/rural, cohort) but mechanism unclear",,
5,W2765933741,10.2139/ssrn.3050363,"Vanguards, Laggards, and Isolates: Outliers and Demographic Research",2017,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,Title mentions vanguards/laggards in demographic research; could relate to diffusion-of-innovation timing but no abstract to assess,,
5,W2950962199,10.2139/ssrn.3050336,"Women, Demography and Politics: How Lower Fertility Rates Lead to Democracy",2017,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title suggests fertility decline and democracy relationship; no abstract provided to assess mechanism,,
5,W3004365554,10.2307/j.ctvw04c56.14,‘The Doctor’s Way’:,2017,Berghahn Books,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,incomplete title only; insufficient information to assess relevance,,
5,W2234986748,10.3917/adh.129.0007,50 ans de démographie historique : bilan historiographique d’une discipline en renouvellement,2016,Annales de Démographie Historique,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,French historiographic essay on historical demography discipline; no abstract; possible review of diffusion theories but scope unclear,,
5,W2747067446,,A Spatial-Temporal Analysis of Fertility Transition and the Health Care Delivery System in Brazil,2016,Anais,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,other,,Title-only; spatial-temporal analysis of fertility transition and health systems but no abstract; could be PRIMARY_SPATIAL_DIFFUSION if explicitly identifies diffusion mechanism,,
5,W2531632506,10.1111/j.1728-4457.2016.00164.x,Africa's Unique Fertility Transition,2016,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,no abstract; distinctive patterns in African fertility transition; estimand on diffusion unclear,,
5,W2730282544,,Determinants of Non Use of Contraceptives Among Currently Married Women in Kenya,2016,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,No abstract; title indicates determinant study but mechanism unclear,,
5,W2288257017,10.4054/demres.2016.34.13,Distal determinants of fertility decline: Evidence from 640 Indian districts,2016,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"Title states distal determinants of fertility decline across Indian districts; abstract truncated, cannot assess mechanism",,
5,W2586740455,10.2139/ssrn.2876502,Durability and Diffusion of Women's Empowerment: A Panel Data Analysis from India,2016,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"no abstract; title mentions 'diffusion of empowerment,' likely OFF_VALUE_D1 (autonomy as driver), not diffusion of fertility control practice",,
5,W2290568467,10.2139/ssrn.2736952,Family Planning Program Effects: A Review of Evidence from Microdata,2016,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,"No abstract; title 'Family Planning Program Effects' suggests A.5 (programs), not A.3; format appears to be review",,
5,W4251110476,10.18174/379576,Family systems and fertility : fertility behaviour in Europe from a network perspective,2016,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title mentions network perspective but insufficient information on diffusion estimand,,
5,W2507598741,10.1007/978-3-319-32283-4_14,Feedback Mechanisms in the Postponement of Fertility in Spain,2016,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,empty abstract; cannot assess whether feedback mechanisms in fertility postponement reflect social diffusion,,
5,W2558806564,10.1007/s12546-016-9180-1,Fertility and commuting: evidence based on first-birth rates of young working women,2016,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title mentions commuting and fertility but mechanism unclear,,
5,W2299414165,10.1007/s40980-016-0019-3,Human Development and the Fertility Reversal: A Spatially Centered Sub-national Examination in the US,2016,Spatial Demography,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; spatial and fertility reversal mentioned but insufficient to determine if A.3 estimand",,
5,W2555842260,10.1007/978-3-319-43002-7_6,Infant and Early Childhood Mortality in a Context of Transitional Fertility: Geneva 1800–1900,2016,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,empty abstract; cannot assess relevance to diffusion of fertility control,,
5,W2343109026,10.1007/s12546-016-9177-9,Measuring the success of family planning initiatives in Rwanda: a multivariate decomposition analysis,2016,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,title only on family planning initiatives in Rwanda; cannot determine estimand without abstract,,
5,W2799205220,10.4135/9781483346274.n199,Motivation and Personality,2016,The SAGE Encyclopedia of Theory in Psychology,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; insufficient information",,
5,W4211254209,10.1017/9781107337237.015,Population Change in the United States,2016,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,"Demography textbook synthesizing decision-making on fertility, mortality, migration; insufficient detail to determine whether reviews A.3 diffusion literature",,
5,W2507997799,10.1002/9781118962954.ch17,"Population and disease transitions in the Åland Islands, Finland",2016,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; no abstract; population and disease transitions do not indicate a fertility diffusion estimand,,
5,W4243177281,10.1007/978-3-319-31816-5_2852-1,Pro-natal Responses to National Decline,2016,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests pronatalist policy responses to fertility decline; estimand unclear,,
5,W2483817154,10.1016/j.evolhumbehav.2016.07.007,Quantifying cultural macro-evolution: a case study of the hinoeuma fertility drop,2016,Evolution and Human Behavior,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,historical,,"Hinoeuma fertility drop (cultural superstition affecting Japanese fertility); no abstract, mechanism unclear",,
5,W4211137470,10.1017/9781107337237.013,Race and Ethnicity,2016,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Textbook chapter on demographic topics; no clear focus on A.3,,
5,W2343509100,10.17323/1726-3247-2016-1-83-98,Social Networks and Fertility,2016,Journal of Economic Sociology,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,Title suggests social-network mechanism but abstract is contentless; cannot verify estimand,,
5,W2468481083,10.1016/j.ssresearch.2016.07.001,Social context of first birth timing in a rapidly changing rural setting,2016,Social Science Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,title mentions social context of birth timing; no abstract to determine if diffusion-related,,
5,W2399957737,10.4054/demres.2016.34.35,Social network indices in the Generations and Gender Survey,2016,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,Abstract incomplete; discusses social network indices in GGS but does not specify whether fertility diffusion is examined,,
5,W2511211954,10.1007/978-3-319-32283-4_3,The Role of Social Interactions in Demography: An Agent-Based Modelling Approach,2016,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,"no abstract; title suggests social interaction modeling in demography; could be DIFFUSION_THEORY if fertility-specific, unclear without content",,
