paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W2115281762,10.2139/ssrn.1874042,"Papers, Please! The Effect of Birth Registration on Child Labor and Education in Early 20th Century USA",2012,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2041053186,10.1007/s11698-012-0077-8,Parental altruism and child labor: examining the historical evidence from the United States,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3125238432,10.1257/pol.4.4.100,Poverty Alleviation and Child Labor,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1733642935,,Public Policy and the Income-Fertility Relationship in Economic Development,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1497569028,10.5772/38580,Religious Participation and Educational Attainment: An Empirical Investigation,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4299854265,10.1108/s0147-9121(2012)0000036013,Research in Labor Economics,2012,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2268614703,,"Revolution in U.S. Fertility, Schooling and Women's Work, 1875-1940: Assessing Proposed Explanations",2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2075697252,10.1016/j.jedc.2012.07.003,"Socially optimal social security and education subsidization in a dynastic model with human capital externalities, fertility and endogenous growth",2012,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W2337934658,,Staying in School: A Proposal to Raise High School Graduation Rates,2012,UNCERTAIN,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4298863114,10.1257/aer.102.7.i,The American Economic Review,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2112235131,10.2139/ssrn.2197827,The Effect of Education on Fertility: Evidence from a Compulsory Schooling Reform,2012,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2261252847,10.2139/ssrn.2177133,The Impact of Teenage Motherhood on the Education and Fertility of Their Children: Evidence for Europe,2012,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W2053724680,10.2139/ssrn.2138993,The Minimum Dropout Age and Student Victimization,2012,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2020815416,10.1007/s10887-012-9080-y,The evolution of markets and the revolution of industry: a unified theory of growth,2012,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2162965851,10.1186/2193-9004-1-14,The impact of minimum age of employment regulation on child labor and schooling *,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2065305426,10.1007/s10887-012-9085-6,The long-run determinants of fertility: one century of demographic change 1900–1999,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2025319289,10.1016/j.jdeveco.2012.09.001,The one-child policy: A macroeconomic analysis,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2119455293,10.1017/s0022050711000040,American Mobility and the Expansion of Public Education,2011,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1998191912,10.1257/app.3.3.158,Are High-Quality Schools Enough to Increase Achievement Among the Poor? Evidence from the Harlem Children's Zone,2011,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2184297877,,CENTER FOR APPLIED MICROECONOMICS,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2126577213,10.1111/j.1465-7295.2011.00400.x,CHILD LABOR AND SCHOOLING RESPONSES TO ACCESS TO MICROCREDIT IN RURAL BANGLADESH,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3122012270,10.2139/ssrn.1879296,"Child Labor Legislation: Effective, Benign, Both, or Neither?",2011,UNCERTAIN,OFF_OUTCOME,other,child-labor regulation,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2084427073,10.1007/s11698-011-0073-4,"Child labor legislation: effective, benign, both, or neither?",2011,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2142174194,10.5860/choice.48-5899,Childhood and child labour in the British Industrial Revolution,2011,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1594510601,10.3982/qe2,Childhood determinants of risk aversion: The long shadow of compulsory education,2011,UNCERTAIN,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W1967082452,10.4054/demres.2011.25.23,Constraint or choice? Disentangling fertility determinants by switching regressions,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1484063926,,"Curruption, Endogenous Fertiltity and Growth",2011,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1972823835,10.1177/1049731511415122,Development of the School Support Scale for Low-Income Mothers in College,2011,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2097158810,,Divorce laws and fertility decisions,2011,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2164611243,10.2139/ssrn.1932835,Do Highly Educated Women Choose Smaller Families?,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2077717140,10.2139/ssrn.1968451,Do More-Schooled Women Have Fewer Children and Delay Childbearing? Evidence from a Sample of U.S. Twins,2011,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2054914914,10.2139/ssrn.1831121,Does Parental Education Affect Fertility? Evidence from Pre-Demographic Transition Prussia,2011,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W1995175932,10.1016/j.econedurev.2011.07.003,Does school time matter?—On the impact of compulsory education age on school dropout,2011,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W3028708570,,Economic History and Cliometrics Lab,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2731241196,,Education Financing Policy: Income Contingent Loans and Educational Poverty Traps,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1525475127,10.2139/ssrn.1965151,"Education, Job Search and Re-Employment Outcomes Among the Unemployed",2011,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2169826718,10.2139/ssrn.1992549,"Education, Teenage Fertility and Labour Market Participation, Evidence from Ecuador",2011,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W59860012,10.2139/ssrn.1937871,Educational Sorting and Peer Effects: The Impacts of Compulsory Schooling Laws,2011,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2140608406,10.7916/d83r10tp,"Essays on Malaria, Environment and Society",2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3124431521,10.1086/662576,Household Income as a Determinant of Child Labor and School Enrollment in Brazil: Evidence from a Social Security Reform,2011,RELEVANT,MODE_PRODUCTION,quasi-experimental,productive value of children,child labor or fertility,forward,Links the productive value of children or child labor to fertility outside covered legal variation.,,
W1546956396,10.2139/ssrn.2014066,Human Capital and the Demographic Transition: Why Schooling Became Optimal,2011,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1591674927,10.3386/w17058,"Inequality, Human Capital Formation and the Process of Development",2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4234181266,10.1016/b978-0-444-53444-6.00005-5,"Inequality, Human Capital Formation, and the Process of Development",2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2156881465,10.2139/ssrn.1932112,Is Teenage Motherhood Contagious? Evidence from a Natural Experiment,2011,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3125332422,10.7208/chicago/9780226116426.003.0010,Mass Secondary Schooling and the State,2011,RELEVANT,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1974779986,10.1016/j.whi.2011.04.001,Maternal Marital Status and the Risk of Stillbirth and Infant Death: A Population-Based Cohort Study on 40 Million Births in the United States,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3123629183,10.2139/ssrn.1932089,"More Schooling, More Children: Compulsory Schooling Reforms and Fertility in Europe",2011,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2188979265,,Mother's Education and Infant Health: Evidence from Closure of High Schools in China ∗,2011,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2134864999,10.3386/w16856,Mother's Schooling and Fertility under Low Female Labor Force Participation: Evidence from a Natural Experiment,2011,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1995699560,10.1016/j.jmacro.2011.09.003,Multiple equilibria arising from donor’s aid policy in economic development,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1865596227,10.3386/w16722,"Non-Production Benefits of Education: Crime, Health, and Good Citizenship",2011,NOT_RELEVANT,NA,review,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2273137892,10.1016/b978-0-444-53444-6.00002-x,Nonproduction Benefits of Education,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1827145052,10.2139/ssrn.1888668,On the Design of Education Conditional Cash Transfer Programs and Non Education Outcomes: The Case of Teenage Pregnancy,2011,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility timing,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W3122807391,10.2139/ssrn.1903672,On the Design of Education Conditional Cash Transfer Programs and Non Education Outcomes: The Case of Teenage Pregnancy,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3121464152,10.2139/ssrn.3170961,On the Design of Education Conditional Cash Transfer Programs and Non-Education Outcomes: The Case of Teenage Pregnancy,2011,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W2003621790,10.1080/10168737.2010.505246,"Parental Quality Investment, Child Effort, and Human Capital Accumulation",2011,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2136758167,,Population Dynamics and Economic Growth: Should we adopt different frameworks for poor and rich countries?,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2157522835,10.1257/jep.25.1.159,Priceless: The Nonpecuniary Benefits of Schooling,2011,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
